ห้องที่,ชุดที่,ลำดับที่,จังหวัด,เขต,ชื่อ - นามสกุล,บัตรประชาชน
2,7,824,จังหวัดสุโขทัย,12,abc131649,
1,7,80,จังหวัดสุพรรณบุรี,13,abc131650,
2,3,288,จังหวัดสุราษฎร์ธานี,4,abc131651,
1,8,205,จังหวัดสุรินทร์,10,abc131652,
1,14,819,จังหวัดหนองคาย,12,abc131653,
1,8,361,จังหวัดอ่างทอง,5,abc131654,
2,2,278,จังหวัดอำนาจเจริญ,2,abc131655,
2,7,889,จังหวัดอุดรธานี,11,abc131656,
2,13,343,จังหวัดอุตรดิตถ์,5,abc131657,
2,1,228,จังหวัดอุทัยธานี,6,abc131658,
1,9,686,จังหวัดอุบลราชธานี,12,abc131659,
1,4,967,จังหวัดกระบี่,3,abc131660,
1,7,930,จังหวัดกาญจนบุรี,3,abc131661,
1,6,323,จังหวัดกาฬสินธุ์,1,abc131662,
1,9,28,จังหวัดกำแพงเพชร,10,abc131663,
2,7,445,จังหวัดขอนแก่น,8,abc131664,
1,10,955,จังหวัดจันทบุรี,11,abc131665,
2,10,221,จังหวัดฉะเชิงเทรา,12,abc131666,
2,1,89,จังหวัดชลบุรี,6,abc131667,
1,14,181,จังหวัดชัยนาท,3,abc131668,
2,3,788,จังหวัดชัยภูมิ,3,abc131669,
1,1,416,จังหวัดชุมพร,4,abc131670,
2,9,315,จังหวัดเชียงราย,7,abc131671,
1,14,615,จังหวัดเชียงใหม่,7,abc131672,
2,7,271,จังหวัดตรัง,14,abc131673,
1,6,734,จังหวัดตราด,2,abc131674,
1,3,820,จังหวัดตาก,6,abc131675,
1,8,124,จังหวัดนครนายก,11,abc131676,
1,14,543,จังหวัดนครปฐม,5,abc131677,
1,6,125,จังหวัดนครพนม,10,abc131678,
1,3,327,จังหวัดนครราชสีมา,7,abc131679,
1,6,52,จังหวัดนครศรีธรรมราช,5,abc131680,
2,5,25,จังหวัดนครสวรรค์,12,abc131681,
2,1,766,จังหวัดนนทบุรี,5,abc131682,
2,4,249,จังหวัดนราธิวาส,11,abc131683,
2,5,639,จังหวัดน่าน,10,abc131684,
1,8,653,จังหวัดบึงกาฬ,11,abc131685,
2,10,24,จังหวัดบุรีรัมย์,11,abc131686,
1,3,946,จังหวัดปทุมธานี,9,abc131687,
1,8,382,จังหวัดประจวบคีรีขันธ์,12,abc131688,
1,6,69,จังหวัดปราจีนบุรี,8,abc131689,
2,12,97,จังหวัดปัตตานี,2,abc131690,
1,13,917,จังหวัดพระนครศรีอยุธยา,11,abc131691,
2,11,861,จังหวัดพะเยา,7,abc131692,
1,12,553,จังหวัดพังงา,6,abc131693,
1,12,113,จังหวัดพัทลุง,7,abc131694,
2,12,315,จังหวัดพิจิตร,8,abc131695,
1,12,698,จังหวัดพิษณุโลก,11,abc131696,
2,3,915,จังหวัดเพชรบุรี,14,abc131697,
2,9,22,จังหวัดเพชรบูรณ์,7,abc131698,
2,4,703,จังหวัดแพร่,8,abc131699,
1,4,89,จังหวัดภูเก็ต,3,abc131700,
1,6,447,จังหวัดมหาสารคาม,13,abc131701,
1,14,886,จังหวัดมุกดาหาร,3,abc131702,
1,9,424,จังหวัดแม่ฮ่องสอน,8,abc131703,
1,1,329,จังหวัดยโสธร,11,abc131704,
1,14,291,จังหวัดยะลา,8,abc131705,
1,1,82,จังหวัดร้อยเอ็ด,13,abc131706,
1,2,295,จังหวัดระนอง,14,abc131707,
1,10,844,จังหวัดระยอง,2,abc131708,
2,11,279,จังหวัดราชบุรี,12,abc131709,
2,14,459,จังหวัดลพบุรี,12,abc131710,
1,11,588,จังหวัดลำปาง,1,abc131711,
1,1,499,จังหวัดลำพูน,6,abc131712,
2,13,349,จังหวัดเลย,14,abc131713,
2,5,746,จังหวัดศรีสะเกษ,5,abc131714,
2,4,443,จังหวัดสกลนคร,14,abc131715,
2,10,376,จังหวัดสงขลา,11,abc131716,
1,14,171,จังหวัดสตูล,10,abc131717,
1,14,355,จังหวัดสมุทรปราการ,5,abc131718,
2,4,901,จังหวัดสมุทรสงคราม,3,abc131719,
2,2,804,จังหวัดสมุทรสาคร,3,abc131720,
1,14,475,จังหวัดสระแก้ว,11,abc131721,
2,14,249,จังหวัดหนองบัวลำภู,10,abc131722,
2,14,724,จังหวัดสระบุรี,10,abc131723,
2,11,129,จังหวัดสิงห์บุรี,6,abc131724,
2,2,897,จังหวัดสุโขทัย,12,abc131725,
2,1,760,จังหวัดสุพรรณบุรี,13,abc131726,
2,10,69,จังหวัดสุราษฎร์ธานี,13,abc131727,
1,13,619,จังหวัดสุรินทร์,13,abc131728,
1,6,868,จังหวัดหนองคาย,12,abc131729,
1,1,38,จังหวัดอ่างทอง,9,abc131730,
1,6,830,จังหวัดอำนาจเจริญ,8,abc131731,
1,14,945,จังหวัดอุดรธานี,13,abc131732,
2,9,170,จังหวัดอุตรดิตถ์,5,abc131733,
2,14,346,จังหวัดอุทัยธานี,5,abc131734,
2,9,204,จังหวัดอุบลราชธานี,13,abc131735,
1,2,853,จังหวัดกระบี่,14,abc131736,
2,1,313,จังหวัดกาญจนบุรี,1,abc131737,
1,1,552,จังหวัดกาฬสินธุ์,8,abc131738,
2,14,589,จังหวัดกำแพงเพชร,11,abc131739,
1,11,33,จังหวัดขอนแก่น,12,abc131740,
2,4,819,จังหวัดจันทบุรี,14,abc131741,
1,10,982,จังหวัดฉะเชิงเทรา,3,abc131742,
2,4,453,จังหวัดชลบุรี,5,abc131743,
1,8,686,จังหวัดชัยนาท,9,abc131744,
1,13,823,จังหวัดชัยภูมิ,10,abc131745,
1,11,267,จังหวัดชุมพร,2,abc131746,
2,6,231,จังหวัดเชียงราย,12,abc131747,
2,5,948,จังหวัดเชียงใหม่,12,abc131748,
2,12,137,จังหวัดตรัง,8,abc131749,
2,10,927,จังหวัดตราด,6,abc131750,
1,3,581,จังหวัดตาก,12,abc131751,
1,3,187,จังหวัดนครนายก,8,abc131752,
1,5,88,จังหวัดนครปฐม,9,abc131753,
2,12,236,จังหวัดนครพนม,8,abc131754,
1,9,627,จังหวัดนครราชสีมา,6,abc131755,
1,9,128,จังหวัดนครศรีธรรมราช,2,abc131756,
1,4,962,จังหวัดนครสวรรค์,1,abc131757,
1,11,322,จังหวัดนนทบุรี,14,abc131758,
2,6,861,จังหวัดนราธิวาส,7,abc131759,
1,1,949,จังหวัดน่าน,10,abc131760,
1,14,883,จังหวัดบึงกาฬ,9,abc131761,
1,12,564,จังหวัดบุรีรัมย์,8,abc131762,
2,11,487,จังหวัดปทุมธานี,3,abc131763,
2,9,733,จังหวัดประจวบคีรีขันธ์,7,abc131764,
2,3,279,จังหวัดปราจีนบุรี,2,abc131765,
1,10,82,จังหวัดปัตตานี,13,abc131766,
1,3,890,จังหวัดพระนครศรีอยุธยา,14,abc131767,
1,8,150,จังหวัดพะเยา,13,abc131768,
2,4,887,จังหวัดพังงา,12,abc131769,
1,5,537,จังหวัดพัทลุง,1,abc131770,
2,10,761,จังหวัดพิจิตร,10,abc131771,
2,9,833,จังหวัดพิษณุโลก,10,abc131772,
1,5,417,จังหวัดเพชรบุรี,1,abc131773,
2,7,498,จังหวัดเพชรบูรณ์,12,abc131774,
1,4,198,จังหวัดแพร่,10,abc131775,
2,2,671,จังหวัดภูเก็ต,11,abc131776,
2,5,570,จังหวัดมหาสารคาม,9,abc131777,
2,6,356,จังหวัดมุกดาหาร,4,abc131778,
2,4,723,จังหวัดแม่ฮ่องสอน,13,abc131779,
2,10,183,จังหวัดยโสธร,10,abc131780,
1,8,111,จังหวัดยะลา,4,abc131781,
1,2,152,จังหวัดร้อยเอ็ด,1,abc131782,
1,5,750,จังหวัดระนอง,12,abc131783,
1,10,171,จังหวัดระยอง,4,abc131784,
2,9,78,จังหวัดราชบุรี,12,abc131785,
2,12,682,จังหวัดลพบุรี,10,abc131786,
2,8,496,จังหวัดลำปาง,4,abc131787,
1,13,133,จังหวัดลำพูน,2,abc131788,
1,4,11,จังหวัดเลย,5,abc131789,
1,2,963,จังหวัดศรีสะเกษ,5,abc131790,
2,10,724,จังหวัดสกลนคร,5,abc131791,
1,3,264,จังหวัดสงขลา,10,abc131792,
2,1,306,จังหวัดสตูล,3,abc131793,
1,9,455,จังหวัดสมุทรปราการ,7,abc131794,
2,8,976,จังหวัดสมุทรสงคราม,8,abc131795,
1,6,426,จังหวัดสมุทรสาคร,6,abc131796,
2,5,408,จังหวัดสระแก้ว,2,abc131797,
1,11,452,จังหวัดหนองบัวลำภู,9,abc131798,
1,10,155,จังหวัดสระบุรี,9,abc131799,
1,3,196,จังหวัดสิงห์บุรี,6,abc131800,
2,10,556,จังหวัดสุโขทัย,9,abc131801,
1,14,689,จังหวัดสุพรรณบุรี,1,abc131802,
2,11,418,จังหวัดสุราษฎร์ธานี,1,abc131803,
1,7,906,จังหวัดสุรินทร์,2,abc131804,
1,14,261,จังหวัดหนองคาย,6,abc131805,
2,8,553,จังหวัดอ่างทอง,6,abc131806,
2,6,330,จังหวัดอำนาจเจริญ,7,abc131807,
2,11,656,จังหวัดอุดรธานี,7,abc131808,
1,1,488,จังหวัดอุตรดิตถ์,11,abc131809,
2,14,199,จังหวัดอุทัยธานี,1,abc131810,
1,12,166,จังหวัดอุบลราชธานี,13,abc131811,
1,14,409,จังหวัดกระบี่,8,abc131812,
2,10,792,จังหวัดกาญจนบุรี,3,abc131813,
2,9,563,จังหวัดกาฬสินธุ์,7,abc131814,
2,7,35,จังหวัดกำแพงเพชร,5,abc131815,
1,12,624,จังหวัดขอนแก่น,9,abc131816,
2,3,263,จังหวัดจันทบุรี,11,abc131817,
1,4,472,จังหวัดฉะเชิงเทรา,10,abc131818,
1,8,256,จังหวัดชลบุรี,12,abc131819,
2,10,358,จังหวัดชัยนาท,12,abc131820,
1,12,227,จังหวัดชัยภูมิ,1,abc131821,
1,10,48,จังหวัดชุมพร,4,abc131822,
2,12,16,จังหวัดเชียงราย,7,abc131823,
1,1,403,จังหวัดเชียงใหม่,13,abc131824,
2,12,73,จังหวัดตรัง,3,abc131825,
1,14,137,จังหวัดตราด,5,abc131826,
1,6,894,จังหวัดตาก,2,abc131827,
2,2,825,จังหวัดนครนายก,3,abc131828,
2,11,468,จังหวัดนครปฐม,9,abc131829,
1,7,799,จังหวัดนครพนม,7,abc131830,
1,10,279,จังหวัดนครราชสีมา,3,abc131831,
1,14,216,จังหวัดนครศรีธรรมราช,1,abc131832,
2,8,472,จังหวัดนครสวรรค์,13,abc131833,
1,7,739,จังหวัดนนทบุรี,13,abc131834,
1,11,39,จังหวัดนราธิวาส,3,abc131835,
2,13,82,จังหวัดน่าน,12,abc131836,
1,14,754,จังหวัดบึงกาฬ,1,abc131837,
2,8,168,จังหวัดบุรีรัมย์,9,abc131838,
1,3,80,จังหวัดปทุมธานี,14,abc131839,
1,7,35,จังหวัดประจวบคีรีขันธ์,8,abc131840,
2,6,190,จังหวัดปราจีนบุรี,12,abc131841,
1,6,774,จังหวัดปัตตานี,4,abc131842,
1,8,576,จังหวัดพระนครศรีอยุธยา,12,abc131843,
2,2,916,จังหวัดพะเยา,4,abc131844,
1,13,607,จังหวัดพังงา,11,abc131845,
1,1,354,จังหวัดพัทลุง,11,abc131846,
1,12,720,จังหวัดพิจิตร,13,abc131847,
2,2,504,จังหวัดพิษณุโลก,9,abc131848,
2,12,348,จังหวัดเพชรบุรี,9,abc131849,
2,12,198,จังหวัดเพชรบูรณ์,1,abc131850,
2,9,831,จังหวัดแพร่,13,abc131851,
1,14,221,จังหวัดภูเก็ต,11,abc131852,
1,13,616,จังหวัดมหาสารคาม,10,abc131853,
2,10,493,จังหวัดมุกดาหาร,9,abc131854,
1,1,519,จังหวัดแม่ฮ่องสอน,5,abc131855,
2,11,142,จังหวัดยโสธร,4,abc131856,
1,9,267,จังหวัดยะลา,10,abc131857,
1,8,858,จังหวัดร้อยเอ็ด,1,abc131858,
2,9,402,จังหวัดระนอง,9,abc131859,
1,5,635,จังหวัดระยอง,12,abc131860,
2,8,865,จังหวัดราชบุรี,7,abc131861,
1,8,615,จังหวัดลพบุรี,14,abc131862,
1,13,566,จังหวัดลำปาง,4,abc131863,
1,13,179,จังหวัดลำพูน,14,abc131864,
2,1,271,จังหวัดเลย,13,abc131865,
2,3,561,จังหวัดศรีสะเกษ,3,abc131866,
1,3,548,จังหวัดสกลนคร,1,abc131867,
1,12,252,จังหวัดสงขลา,1,abc131868,
2,9,44,จังหวัดสตูล,12,abc131869,
2,9,807,จังหวัดสมุทรปราการ,7,abc131870,
2,3,126,จังหวัดสมุทรสงคราม,13,abc131871,
2,7,699,จังหวัดสมุทรสาคร,7,abc131872,
2,12,183,จังหวัดสระแก้ว,6,abc131873,
1,8,727,จังหวัดหนองบัวลำภู,11,abc131874,
2,3,634,จังหวัดสระบุรี,9,abc131875,
1,3,664,จังหวัดสิงห์บุรี,10,abc131876,
2,1,555,จังหวัดสุโขทัย,7,abc131877,
1,2,165,จังหวัดสุพรรณบุรี,6,abc131878,
1,9,797,จังหวัดสุราษฎร์ธานี,1,abc131879,
1,12,974,จังหวัดสุรินทร์,4,abc131880,
2,2,430,จังหวัดหนองคาย,10,abc131881,
1,10,848,จังหวัดอ่างทอง,7,abc131882,
1,14,353,จังหวัดอำนาจเจริญ,6,abc131883,
1,1,872,จังหวัดอุดรธานี,10,abc131884,
1,9,159,จังหวัดอุตรดิตถ์,1,abc131885,
1,2,367,จังหวัดอุทัยธานี,1,abc131886,
1,7,803,จังหวัดอุบลราชธานี,9,abc131887,
1,11,126,จังหวัดกระบี่,5,abc131888,
2,2,931,จังหวัดกาญจนบุรี,4,abc131889,
2,1,195,จังหวัดกาฬสินธุ์,8,abc131890,
1,13,732,จังหวัดกำแพงเพชร,2,abc131891,
1,12,807,จังหวัดขอนแก่น,4,abc131892,
2,7,962,จังหวัดจันทบุรี,11,abc131893,
2,6,947,จังหวัดฉะเชิงเทรา,7,abc131894,
2,14,15,จังหวัดชลบุรี,8,abc131895,
2,14,531,จังหวัดชัยนาท,3,abc131896,
1,12,194,จังหวัดชัยภูมิ,4,abc131897,
2,4,493,จังหวัดชุมพร,5,abc131898,
1,3,142,จังหวัดเชียงราย,6,abc131899,
2,9,514,จังหวัดเชียงใหม่,8,abc131900,
1,12,796,จังหวัดตรัง,13,abc131901,
2,1,602,จังหวัดตราด,7,abc131902,
1,3,579,จังหวัดตาก,4,abc131903,
1,8,589,จังหวัดนครนายก,2,abc131904,
2,13,308,จังหวัดนครปฐม,4,abc131905,
1,7,503,จังหวัดนครพนม,5,abc131906,
2,3,815,จังหวัดนครราชสีมา,13,abc131907,
2,14,238,จังหวัดนครศรีธรรมราช,5,abc131908,
2,4,295,จังหวัดนครสวรรค์,13,abc131909,
2,7,116,จังหวัดนนทบุรี,8,abc131910,
2,10,253,จังหวัดนราธิวาส,11,abc131911,
1,2,763,จังหวัดน่าน,4,abc131912,
2,7,739,จังหวัดบึงกาฬ,1,abc131913,
1,2,750,จังหวัดบุรีรัมย์,11,abc131914,
1,8,602,จังหวัดปทุมธานี,7,abc131915,
1,1,958,จังหวัดประจวบคีรีขันธ์,10,abc131916,
2,5,216,จังหวัดปราจีนบุรี,13,abc131917,
1,12,734,จังหวัดปัตตานี,2,abc131918,
2,13,829,จังหวัดพระนครศรีอยุธยา,2,abc131919,
1,8,39,จังหวัดพะเยา,8,abc131920,
2,1,122,จังหวัดพังงา,8,abc131921,
2,4,808,จังหวัดพัทลุง,4,abc131922,
1,14,952,จังหวัดพิจิตร,11,abc131923,
2,8,114,จังหวัดพิษณุโลก,14,abc131924,
1,7,798,จังหวัดเพชรบุรี,8,abc131925,
1,12,61,จังหวัดเพชรบูรณ์,14,abc131926,
2,2,237,จังหวัดแพร่,9,abc131927,
2,12,190,จังหวัดภูเก็ต,11,abc131928,
1,8,460,จังหวัดมหาสารคาม,5,abc131929,
1,14,901,จังหวัดมุกดาหาร,3,abc131930,
1,10,363,จังหวัดแม่ฮ่องสอน,14,abc131931,
1,14,569,จังหวัดยโสธร,8,abc131932,
1,5,227,จังหวัดยะลา,2,abc131933,
2,1,827,จังหวัดร้อยเอ็ด,3,abc131934,
1,2,211,จังหวัดระนอง,8,abc131935,
2,12,491,จังหวัดระยอง,12,abc131936,
2,4,419,จังหวัดราชบุรี,13,abc131937,
2,3,729,จังหวัดลพบุรี,12,abc131938,
1,11,784,จังหวัดลำปาง,4,abc131939,
1,14,56,จังหวัดลำพูน,1,abc131940,
2,11,489,จังหวัดเลย,6,abc131941,
1,8,98,จังหวัดศรีสะเกษ,5,abc131942,
2,1,614,จังหวัดสกลนคร,11,abc131943,
1,10,784,จังหวัดสงขลา,4,abc131944,
1,12,637,จังหวัดสตูล,4,abc131945,
1,11,764,จังหวัดสมุทรปราการ,9,abc131946,
2,5,716,จังหวัดสมุทรสงคราม,13,abc131947,
2,7,644,จังหวัดสมุทรสาคร,5,abc131948,
1,2,181,จังหวัดสระแก้ว,8,abc131949,
1,11,758,จังหวัดหนองบัวลำภู,4,abc131950,
1,2,802,จังหวัดสระบุรี,9,abc131951,
2,9,36,จังหวัดสิงห์บุรี,7,abc131952,
1,12,226,จังหวัดสุโขทัย,12,abc131953,
1,1,445,จังหวัดสุพรรณบุรี,6,abc131954,
2,2,981,จังหวัดสุราษฎร์ธานี,1,abc131955,
1,7,986,จังหวัดสุรินทร์,14,abc131956,
2,13,56,จังหวัดหนองคาย,13,abc131957,
1,6,352,จังหวัดอ่างทอง,1,abc131958,
1,4,625,จังหวัดอำนาจเจริญ,6,abc131959,
2,3,782,จังหวัดอุดรธานี,9,abc131960,
1,4,887,จังหวัดอุตรดิตถ์,11,abc131961,
1,8,1,จังหวัดอุทัยธานี,6,abc131962,
2,2,428,จังหวัดอุบลราชธานี,2,abc131963,
2,7,368,จังหวัดกระบี่,4,abc131964,
2,3,382,จังหวัดกาญจนบุรี,2,abc131965,
1,10,621,จังหวัดกาฬสินธุ์,8,abc131966,
2,6,941,จังหวัดกำแพงเพชร,7,abc131967,
2,11,97,จังหวัดขอนแก่น,14,abc131968,
1,4,322,จังหวัดจันทบุรี,1,abc131969,
1,8,839,จังหวัดฉะเชิงเทรา,12,abc131970,
1,4,28,จังหวัดชลบุรี,7,abc131971,
2,6,832,จังหวัดชัยนาท,5,abc131972,
1,9,390,จังหวัดชัยภูมิ,7,abc131973,
2,1,303,จังหวัดชุมพร,3,abc131974,
2,9,745,จังหวัดเชียงราย,8,abc131975,
1,7,999,จังหวัดเชียงใหม่,12,abc131976,
1,1,867,จังหวัดตรัง,9,abc131977,
1,4,726,จังหวัดตราด,14,abc131978,
1,12,131,จังหวัดตาก,12,abc131979,
1,5,889,จังหวัดนครนายก,3,abc131980,
2,3,380,จังหวัดนครปฐม,14,abc131981,
2,13,48,จังหวัดนครพนม,5,abc131982,
1,5,284,จังหวัดนครราชสีมา,10,abc131983,
2,6,418,จังหวัดนครศรีธรรมราช,6,abc131984,
1,11,516,จังหวัดนครสวรรค์,1,abc131985,
1,9,198,จังหวัดนนทบุรี,4,abc131986,
2,11,847,จังหวัดนราธิวาส,6,abc131987,
1,12,594,จังหวัดน่าน,7,abc131988,
2,5,270,จังหวัดบึงกาฬ,7,abc131989,
2,8,509,จังหวัดบุรีรัมย์,13,abc131990,
1,13,773,จังหวัดปทุมธานี,12,abc131991,
2,14,129,จังหวัดประจวบคีรีขันธ์,4,abc131992,
2,11,765,จังหวัดปราจีนบุรี,1,abc131993,
2,7,921,จังหวัดปัตตานี,7,abc131994,
2,13,798,จังหวัดพระนครศรีอยุธยา,8,abc131995,
2,13,3,จังหวัดพะเยา,12,abc131996,
1,6,660,จังหวัดพังงา,6,abc131997,
1,3,962,จังหวัดพัทลุง,11,abc131998,
2,9,562,จังหวัดพิจิตร,4,abc131999,
2,5,298,จังหวัดพิษณุโลก,11,abc132000,
1,6,958,จังหวัดเพชรบุรี,3,abc132001,
2,3,957,จังหวัดเพชรบูรณ์,12,abc132002,
1,11,745,จังหวัดแพร่,3,abc132003,
2,11,277,จังหวัดภูเก็ต,10,abc132004,
2,12,685,จังหวัดมหาสารคาม,13,abc132005,
1,5,14,จังหวัดมุกดาหาร,1,abc132006,
1,3,887,จังหวัดแม่ฮ่องสอน,1,abc132007,
1,10,528,จังหวัดยโสธร,5,abc132008,
1,2,47,จังหวัดยะลา,6,abc132009,
2,1,139,จังหวัดร้อยเอ็ด,5,abc132010,
2,10,793,จังหวัดระนอง,7,abc132011,
2,14,957,จังหวัดระยอง,5,abc132012,
1,3,230,จังหวัดราชบุรี,12,abc132013,
2,13,256,จังหวัดลพบุรี,12,abc132014,
2,10,547,จังหวัดลำปาง,3,abc132015,
1,12,557,จังหวัดลำพูน,2,abc132016,
2,13,959,จังหวัดเลย,8,abc132017,
2,3,5,จังหวัดศรีสะเกษ,1,abc132018,
2,3,202,จังหวัดสกลนคร,12,abc132019,
2,10,182,จังหวัดสงขลา,6,abc132020,
2,9,302,จังหวัดสตูล,7,abc132021,
1,10,920,จังหวัดสมุทรปราการ,13,abc132022,
1,7,145,จังหวัดสมุทรสงคราม,6,abc132023,
2,7,993,จังหวัดสมุทรสาคร,2,abc132024,
1,2,979,จังหวัดสระแก้ว,6,abc132025,
2,11,22,จังหวัดหนองบัวลำภู,11,abc132026,
2,3,11,จังหวัดสระบุรี,6,abc132027,
2,4,857,จังหวัดสิงห์บุรี,1,abc132028,
2,4,597,จังหวัดสุโขทัย,7,abc132029,
1,6,891,จังหวัดสุพรรณบุรี,6,abc132030,
2,4,726,จังหวัดสุราษฎร์ธานี,10,abc132031,
2,6,743,จังหวัดสุรินทร์,11,abc132032,
1,8,837,จังหวัดหนองคาย,4,abc132033,
2,10,26,จังหวัดอ่างทอง,10,abc132034,
2,4,982,จังหวัดอำนาจเจริญ,8,abc132035,
2,1,63,จังหวัดอุดรธานี,14,abc132036,
2,6,585,จังหวัดอุตรดิตถ์,13,abc132037,
1,10,642,จังหวัดอุทัยธานี,1,abc132038,
1,3,956,จังหวัดอุบลราชธานี,4,abc132039,
1,14,20,จังหวัดกระบี่,4,abc132040,
1,5,419,จังหวัดกาญจนบุรี,4,abc132041,
1,14,112,จังหวัดกาฬสินธุ์,11,abc132042,
1,2,597,จังหวัดกำแพงเพชร,11,abc132043,
2,11,198,จังหวัดขอนแก่น,6,abc132044,
2,11,642,จังหวัดจันทบุรี,6,abc132045,
1,3,929,จังหวัดฉะเชิงเทรา,8,abc132046,
2,9,180,จังหวัดชลบุรี,12,abc132047,
2,8,76,จังหวัดชัยนาท,14,abc132048,
1,7,279,จังหวัดชัยภูมิ,1,abc132049,
1,9,408,จังหวัดชุมพร,2,abc132050,
1,6,86,จังหวัดเชียงราย,12,abc132051,
2,9,650,จังหวัดเชียงใหม่,6,abc132052,
1,7,49,จังหวัดตรัง,1,abc132053,
2,12,337,จังหวัดตราด,5,abc132054,
2,1,994,จังหวัดตาก,4,abc132055,
2,5,60,จังหวัดนครนายก,10,abc132056,
2,6,377,จังหวัดนครปฐม,6,abc132057,
1,5,464,จังหวัดนครพนม,12,abc132058,
1,7,747,จังหวัดนครราชสีมา,8,abc132059,
1,8,999,จังหวัดนครศรีธรรมราช,5,abc132060,
1,2,890,จังหวัดนครสวรรค์,12,abc132061,
2,9,985,จังหวัดนนทบุรี,13,abc132062,
2,10,172,จังหวัดนราธิวาส,10,abc132063,
1,11,635,จังหวัดน่าน,12,abc132064,
1,10,723,จังหวัดบึงกาฬ,10,abc132065,
1,12,188,จังหวัดบุรีรัมย์,2,abc132066,
1,5,25,จังหวัดปทุมธานี,10,abc132067,
1,1,28,จังหวัดประจวบคีรีขันธ์,8,abc132068,
2,6,167,จังหวัดปราจีนบุรี,6,abc132069,
2,11,8,จังหวัดปัตตานี,13,abc132070,
1,7,83,จังหวัดพระนครศรีอยุธยา,4,abc132071,
1,3,260,จังหวัดพะเยา,8,abc132072,
2,10,845,จังหวัดพังงา,6,abc132073,
2,14,559,จังหวัดพัทลุง,8,abc132074,
1,11,93,จังหวัดพิจิตร,1,abc132075,
2,14,60,จังหวัดพิษณุโลก,8,abc132076,
1,7,671,จังหวัดเพชรบุรี,10,abc132077,
1,11,607,จังหวัดเพชรบูรณ์,8,abc132078,
2,8,943,จังหวัดแพร่,1,abc132079,
2,2,275,จังหวัดภูเก็ต,6,abc132080,
2,7,264,จังหวัดมหาสารคาม,12,abc132081,
1,6,557,จังหวัดมุกดาหาร,1,abc132082,
2,12,938,จังหวัดแม่ฮ่องสอน,12,abc132083,
2,9,388,จังหวัดยโสธร,9,abc132084,
1,5,414,จังหวัดยะลา,14,abc132085,
2,2,786,จังหวัดร้อยเอ็ด,4,abc132086,
2,5,529,จังหวัดระนอง,13,abc132087,
1,10,185,จังหวัดระยอง,5,abc132088,
1,14,397,จังหวัดราชบุรี,13,abc132089,
2,5,24,จังหวัดลพบุรี,14,abc132090,
2,8,165,จังหวัดลำปาง,13,abc132091,
1,6,825,จังหวัดลำพูน,2,abc132092,
2,7,677,จังหวัดเลย,6,abc132093,
2,9,82,จังหวัดศรีสะเกษ,11,abc132094,
1,11,210,จังหวัดสกลนคร,2,abc132095,
2,9,788,จังหวัดสงขลา,10,abc132096,
2,11,570,จังหวัดสตูล,9,abc132097,
2,7,413,จังหวัดสมุทรปราการ,12,abc132098,
1,13,32,จังหวัดสมุทรสงคราม,9,abc132099,
1,5,634,จังหวัดสมุทรสาคร,3,abc132100,
2,4,963,จังหวัดสระแก้ว,14,abc132101,
1,4,883,จังหวัดหนองบัวลำภู,11,abc132102,
1,13,412,จังหวัดสระบุรี,11,abc132103,
2,14,40,จังหวัดสิงห์บุรี,13,abc132104,
1,11,57,จังหวัดสุโขทัย,7,abc132105,
1,4,639,จังหวัดสุพรรณบุรี,7,abc132106,
2,10,438,จังหวัดสุราษฎร์ธานี,6,abc132107,
1,3,363,จังหวัดสุรินทร์,4,abc132108,
1,1,419,จังหวัดหนองคาย,14,abc132109,
2,4,167,จังหวัดอ่างทอง,12,abc132110,
2,13,878,จังหวัดอำนาจเจริญ,12,abc132111,
1,1,804,จังหวัดอุดรธานี,3,abc132112,
2,11,328,จังหวัดอุตรดิตถ์,13,abc132113,
2,6,464,จังหวัดอุทัยธานี,1,abc132114,
1,5,859,จังหวัดอุบลราชธานี,6,abc132115,
2,11,358,จังหวัดกระบี่,12,abc132116,
2,13,519,จังหวัดกาญจนบุรี,4,abc132117,
2,12,729,จังหวัดกาฬสินธุ์,9,abc132118,
2,4,338,จังหวัดกำแพงเพชร,1,abc132119,
2,14,874,จังหวัดขอนแก่น,5,abc132120,
2,13,937,จังหวัดจันทบุรี,1,abc132121,
2,11,162,จังหวัดฉะเชิงเทรา,4,abc132122,
1,9,467,จังหวัดชลบุรี,8,abc132123,
2,7,960,จังหวัดชัยนาท,6,abc132124,
1,1,66,จังหวัดชัยภูมิ,1,abc132125,
2,12,250,จังหวัดชุมพร,9,abc132126,
2,3,452,จังหวัดเชียงราย,13,abc132127,
2,3,924,จังหวัดเชียงใหม่,7,abc132128,
1,14,704,จังหวัดตรัง,9,abc132129,
2,5,382,จังหวัดตราด,9,abc132130,
1,14,924,จังหวัดตาก,5,abc132131,
2,8,675,จังหวัดนครนายก,9,abc132132,
2,2,802,จังหวัดนครปฐม,7,abc132133,
2,11,774,จังหวัดนครพนม,9,abc132134,
1,1,141,จังหวัดนครราชสีมา,1,abc132135,
2,13,270,จังหวัดนครศรีธรรมราช,12,abc132136,
1,7,148,จังหวัดนครสวรรค์,12,abc132137,
2,1,443,จังหวัดนนทบุรี,7,abc132138,
2,11,590,จังหวัดนราธิวาส,2,abc132139,
2,13,822,จังหวัดน่าน,8,abc132140,
1,7,193,จังหวัดบึงกาฬ,10,abc132141,
2,3,428,จังหวัดบุรีรัมย์,13,abc132142,
